name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
Mbanza Congo Airport,AO,AO-ZAI,AF,Mbanza Congo,SSY,FNBC,-6.269899845123291,14.246999740600586,1860.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mbanza_Congo_Airport
Mbuji Mayi Airport,CD,CD-KE,AF,Mbuji Mayi,MJM,FZWA,-6.121240139010001,23.569000244099996,2221.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mbuji_Mayi_Airport
McAllen Miller International Airport,US,US-TX,NA,McAllen,MFE,KMFE,26.176141,-98.237965,107.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/McAllen-Miller_International_Airport
McArthur River Mine Airport,AU,AU-NT,OC,McArthur River Mine,MCV,YMHU,-16.4424991608,136.083999634,131.0,yes,small_airport,no,https://en.wikipedia.org/wiki/McArthur_River_Mine_Airport
McClellan-Palomar Airport,US,US-CA,NA,Carlsbad,CLD,KCRQ,33.1283,-117.279999,331.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport
McCook Ben Nelson Regional Airport,US,US-NE,NA,McCook,MCK,KMCK,40.207787,-100.592794,2583.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McCook_Regional_Airport
McGhee Tyson Airport,US,US-TN,NA,Knoxville/Maryville,TYS,KTYS,35.811001,-83.994003,981.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/McGhee_Tyson_Airport
McGrath Airport,US,US-AK,NA,McGrath,MCG,PAMC,62.95289993,-155.6060028,341.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McGrath_Airport
McKellar-Sipes Regional Airport,US,US-TN,NA,Jackson,MKL,KMKL,35.599899,-88.915604,434.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/McKellar-Sipes_Regional_Airport
Meadows Field,US,US-CA,NA,Bakersfield,BFL,KBFL,35.433601,-119.056999,510.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Meadows_Field_Airport
Mecheria Airport,DZ,DZ-45,AF,Mecheria,MZW,DAAY,33.5359,-0.242353,3855.0,yes,medium_airport,no,http://fr.wikipedia.org/wiki/A%C3%A9roport_de_Mecheria
Medicine Hat Regional Airport,CA,CA-AB,NA,Medicine Hat,YXH,CYXH,50.018902,-110.721001,2352.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Medicine_Hat_Airport
Mehamn Airport,NO,NO-56,EU,Mehamn,MEH,ENMH,71.029701,27.8267,39.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mehamn_Airport
Mehrabad International Airport,IR,IR-23,AS,Tehran,THR,OIII,35.689175,51.314392,3962.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Mehrabad_International_Airport
Meizhou Meixian Changgangji International Airport,CN,CN-44,AS,Meizhou (Meixian),MXZ,ZGMX,24.263425,116.097857,312.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Meixian_Airport
Mekele Alula Aba Nega Airport,ET,ET-TI,AF,Mekele,MQX,HAMK,13.4674,39.533501,7396.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alula_Aba_Nega_Airport
Mekoryuk Airport,US,US-AK,NA,Mekoryuk,MYU,PAMY,60.372338,-166.269751,48.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mekoryuk_Airport
Melangguane Airport,ID,ID-SA,AS,Karakelong Island,MNA,WAMN,4.010334,126.673192,3.0,no,small_airport,no,https://en.wikipedia.org/wiki/Melangguane_Airport
Melbourne Airport,AU,AU-VIC,OC,Melbourne,MEL,YMML,-37.670732,144.837898,434.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Melbourne_Airport
Melbourne Avalon International Airport,AU,AU-VIC,OC,Geelong/Melbourne,AVV,YMAV,-38.040269,144.467196,35.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Avalon_Airport
Melbourne Essendon Airport,AU,AU-VIC,OC,Essendon Fields,MEB,YMEN,-37.7281,144.901993,282.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Essendon_Airport
Melbourne Orlando International Airport,US,US-FL,NA,Melbourne,MLB,KMLB,28.102009,-80.641088,33.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Melbourne_International_Airport
Melilla Airport,ES,ES-ML,AF,Melilla,MLN,GEML,35.2798,-2.95626,156.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Melilla_Airport
Memanbetsu Airport,JP,JP-01,AS,Ōzora,MMB,RJCM,43.8805999756,144.164001465,135.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Memanbetsu_Airport
Memmingen Allgau Airport,DE,DE-BY,EU,Memmingen,FMM,EDJA,47.988092,10.238248,2077.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Memmingen_Airport
Memorial Field Airport,US,US-AR,NA,Hot Springs,HOT,KHOT,34.4788,-93.096262,540.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Hot_Springs_Memorial_Field_Airport
Mendi Airport,PG,PG-SHM,OC,Mendi,MDU,AYMN,-6.14774,143.656998,5680.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mendi_Airport
Menongue Airport,AO,AO-CCU,AF,Menongue,SPP,FNME,-14.657600402832031,17.71980094909668,4469.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Menongue_Airport
Menorca Airport,ES,ES-IB,EU,Mahón (Maó),MAH,LEMH,39.862598,4.21865,302.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Menorca_Airport
Merced Regional Macready Field,US,US-CA,NA,Merced,MCE,KMCE,37.284698,-120.514,155.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Merced_Regional_Airport
Mercedita International Airport,PR,PR-U-A,NA,Ponce,PSE,TJPS,18.008301,-66.563004,29.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mercedita_Airport
Merimbula Airport,AU,AU-NSW,OC,Merimbula,MIM,YMER,-36.9085998535,149.901000977,7.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Merimbula_Airport
Merle K (Mudhole) Smith Airport,US,US-AK,NA,Cordova,CDV,PACV,60.491798,-145.477997,54.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Merle_K._(Mudhole)_Smith_Airport
Mertarvik Airport,US,US-AK,NA,Mertarvik,WWT,PAEW,60.81037,-164.499511,346.0,yes,small_airport,no,
Mesa Gateway Airport,US,US-AZ,NA,Mesa,AZA,KIWA,33.3078,-111.654999,1382.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport
Metlakatla Seaplane Base,US,US-AK,NA,Metlakatla,MTM,PAMM,55.131001,-131.578003,,yes,seaplane_base,no,https://en.wikipedia.org/wiki/Metlakatla_Seaplane_Base
Metz-Nancy-Lorraine Airport,FR,FR-GES,EU,Goin,ETZ,LFJL,48.982101,6.25132,870.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport
Mexico City Benito Juárez International Airport,MX,MX-DIF,NA,Mexico City,MEX,MMMX,19.435822,-99.07033,7316.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mexico_City_International_Airport
Mfuwe International Airport,ZM,ZM-03,AF,Mfuwe,MFU,FLMF,-13.2589,31.9366,1853.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mfuwe_Airport
Miami International Airport,US,US-FL,NA,Miami,MIA,KMIA,25.796011,-80.289751,8.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Miami_International_Airport
Mianyang Nanjiao Airport,CN,CN-51,AS,Mianyang (Fucheng),MIG,ZUMY,31.428101,104.740997,7874.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mianyang_Airport
Michel-Pouliot Gaspé Airport,CA,CA-QC,NA,Gaspé,YGP,CYGP,48.774915,-64.481893,112.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Gasp%C3%A9_Airport
Mid Delta Regional Airport,US,US-MS,NA,Greenville,GLH,KGLH,33.482899,-90.985603,131.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Greenville_Mid-Delta_Airport
Mid Ohio Valley Regional Airport,US,US-WV,NA,Parkersburg (Williamstown),PKB,KPKB,39.3451,-81.439201,858.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mid-Ohio_Valley_Regional_Airport
Middle Georgia Regional Airport,US,US-GA,NA,Macon,MCN,KMCN,32.69279861450195,-83.64920043945312,354.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Middle_Georgia_Regional_Airport
Midland International Air and Space Port,US,US-TX,NA,Midland,MAF,KMAF,31.942499,-102.202003,2871.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Midland_International_Airport
Midtjyllands Airport / Air Base Karup,DK,DK-82,EU,Karup,KRP,EKKA,56.297139,9.104311,170.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Midtjyllands_Airport
Mihail Kogălniceanu International Airport,RO,RO-CT,EU,Constanța,CND,LRCK,44.362202,28.4883,353.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mihail_Kog%C4%83lniceanu_International_Airport
Milan Malpensa International Airport,IT,IT-25,EU,Ferno (VA),MXP,LIMC,45.6306,8.72811,768.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Malpensa_Airport
Milano Linate Airport,IT,IT-25,EU,Segrate (MI),LIN,LIML,45.445099,9.27674,353.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Linate_Airport
Milas Bodrum International Airport,TR,TR-48,AS,Bodrum,BJV,LTFE,37.249314,27.66401,21.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Milas-Bodrum_Airport
Mildura Airport,AU,AU-VIC,OC,Mildura,MQL,YMIA,-34.229198455799995,142.085998535,167.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mildura_Airport
Milingimbi Airport,AU,AU-NT,OC,Milingimbi Island,MGT,YMGB,-12.0944004059,134.893997192,53.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Milingimbi_Airport
Milos Airport,GR,GR-L,EU,Milos Island,MLO,LGML,36.696899,24.4769,10.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Milos_Island_National_Airport
Minangkabau International Airport,ID,ID-SB,AS,Padang (Katapiang),PDG,WIEE,-0.785964,100.280384,18.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Minangkabau_International_Airport
Minatitlán/Coatzacoalcos International Airport,MX,MX-VER,NA,Cosoleacaque,MTT,MMMT,18.103399,-94.580704,36.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Minatitl%C3%A1n/Coatzacoalcos_International_Airport
Minaçu Airport,BR,BR-GO,SA,Minaçu,MQH,,-13.5491,-48.195301,1401.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Mina%C3%A7u_Airport
Minchumina Airport,US,US-AK,NA,Minchumina,LMA,PAMH,63.886002,-152.302002,678.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Minchumina_Airport
Mineralnye Vody Airport,RU,RU-STA,EU,Mineralnyye Vody,MRV,URMM,44.225101,43.081902,1054.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mineralnye_Vody_Airport
Ministro Victor Konder International Airport,BR,BR-SC,SA,Navegantes,NVT,SBNF,-26.879431,-48.650979,18.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Navegantes_Airport
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,US-MN,NA,Minneapolis,MSP,KMSP,44.880081,-93.221741,841.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Minneapolis–Saint_Paul_International_Airport
Minot International Airport,US,US-ND,NA,Minot,MOT,KMOT,48.25801,-101.279123,1716.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Minot_International_Airport
Minsk National Airport,BY,BY-MI,EU,Minsk,MSQ,UMMS,53.888071,28.039964,670.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Minsk_National_Airport
Minto Al Wright Airport,US,US-AK,NA,Minto,MNT,,65.147991,-149.368658,460.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Minto_Airport
Miri Airport,MY,MY-13,AS,Miri,MYY,WBGR,4.32201,113.987,59.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Miri_Airport
Mirny Airport,RU,RU-SA,AS,Mirny,MJZ,UERR,62.534698486328125,114.03900146484376,1156.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mirny_Airport
Misawa Airport / Misawa Air Base,JP,JP-02,AS,Misawa,MSJ,RJSM,40.703201,141.367996,119.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Misawa_Air_Base
Misima Island Airport,PG,PG-MBA,OC,Misima Island,MIS,AYMS,-10.6892004013,152.837997437,26.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Misima_Airport
Misrata International Airport,LY,LY-MI,AF,Misrata,MRA,HLMS,32.325001,15.061,60.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Misrata_Airport
Missoula Montana Airport,US,US-MT,NA,Missoula,MSO,KMSO,46.915816,-114.091107,3206.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Missoula_International_Airport
Mitiaro Island Airport,CK,CK-U-A,OC,Mitiaro Island,MOI,NCMR,-19.842501,-157.703003,25.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Mitiaro_Airport
Miyako Airport,JP,JP-47,AS,Miyakojima,MMY,ROMY,24.782801,125.294998,150.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Miyako_Airport
Miyazaki Airport,JP,JP-45,AS,Miyazaki,KMI,RJFM,31.877199,131.449005,20.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Miyazaki_Airport
"Mo i Rana Airport, Røssvoll",NO,NO-18,EU,Mo i Rana,MQN,ENRA,66.363899230957,14.301400184631,229.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll
Mobile Regional Airport,US,US-AL,NA,Mobile,MOB,KMOB,30.6912,-88.242798,219.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mobile_Regional_Airport
Mocopulli Airport,CL,CL-LL,SA,Dalcahue,MHC,SCPQ,-42.340388,-73.715693,528.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Mocopulli_Airport
Modesto City Co-Harry Sham Field,US,US-CA,NA,Modesto,MOD,KMOD,37.625801,-120.954002,97.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Modesto_City-County_Airport
Modibo Keita International Airport,ML,ML-2,AF,Bamako,BKO,GABS,12.5335,-7.94994,1247.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport
Moenjodaro Airport,PK,PK-SD,AS,Moenjodaro,MJD,OPMJ,27.335199,68.143097,154.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Moenjodaro_Airport
Mohamed Boudiaf International Airport,DZ,DZ-25,AF,Constantine,CZL,DABC,36.276001,6.62039,2265.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mohamed_Boudiaf_International_Airport
Mohammed V International Airport,MA,MA-06,AF,Casablanca,CMN,GMMN,33.3675,-7.58997,656.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport
Mohe Gulian Airport,CN,CN-23,AS,Mohe,OHE,ZYMH,52.916871,122.422759,1836.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mohe_Gulian_Airport
Moi International Airport,KE,KE-01,AF,Mombasa,MBA,HKMO,-4.03483,39.5942,200.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Moi_International_Airport
Moises R. Espinosa Airport,PH,PH-MAS,AS,Masbate,MBT,RPVJ,12.369682,123.630095,49.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Masbate_Airport
"Molde Airport, Årø",NO,NO-15,EU,Årø,MOL,ENML,62.744701,7.2625,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8
Molokai Airport,US,US-HI,OC,Kaunakakai,MKK,PHMK,21.152901,-157.095993,454.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Molokai_Airport
Moma Airport,RU,RU-SA,AS,Khonuu,MQJ,UEMA,66.450861,143.261551,656.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moma_Airport
Momote Airport,PG,PG-MRL,OC,Manus Island,MAS,AYMO,-2.06189,147.423996,12.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Momote_Airport
Monaco Heliport,MC,MC-U-A,EU,Fontvieille,MCM,LNMC,43.725798,7.419673,20.0,yes,heliport,no,https://en.wikipedia.org/w/index.php?title=Monaco_Heliport&oldid=1139229385
Monastir Habib Bourguiba International Airport,TN,TN-52,AF,Monastir,MIR,DTMB,35.75809860229492,10.75469970703125,9.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Habib_Bourguiba_International_Airport
Monbetsu Airport,JP,JP-01,AS,Monbetsu,MBE,RJEB,44.303901672399995,143.404006958,80.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Monbetsu_Airport
Monroe Regional Airport,US,US-LA,NA,Monroe,MLU,KMLU,32.510899,-92.037697,79.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Monroe_Regional_Airport
Mont Joli Airport,CA,CA-QC,NA,Mont-Joli,YYY,CYYY,48.60860061645508,-68.20809936523438,172.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mont-Joli_Airport
Monte Alegre Airport,BR,BR-PA,SA,Monte Alegre,MTE,SNMA,-1.9958,-54.0742,325.0,no,small_airport,no,https://en.wikipedia.org/wiki/Monte_Alegre_Airport
Monte Dourado - Serra do Areão Airport,BR,BR-PA,SA,Almeirim,MEU,SBMD,-0.889839,-52.6022,677.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Monte_Dourado_Airport
Monterey Regional Airport,US,US-CA,NA,Monterey,MRY,KMRY,36.586777,-121.844183,257.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Monterey_Peninsula_Airport
Monterrey International Airport,MX,MX-NLE,NA,Monterrey,MTY,MMMY,25.778521,-100.106989,1278.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/General_Mariano_Escobedo_International_Airport
Montgomery Regional (Dannelly Field) Airport,US,US-AL,NA,Montgomery,MGM,KMGM,32.300598,-86.393997,221.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Montgomery_Regional_Airport
Montpellier-Méditerranée Airport,FR,FR-OCC,EU,Montpellier/Méditerranée,MPL,LFMT,43.576199,3.96301,17.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Montpellier_-_M%C3%A9diterran%C3%A9e_Airport
Montreal / Pierre Elliott Trudeau International Airport,CA,CA-QC,NA,Montréal,YUL,CYUL,45.467837,-73.742294,118.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Montréal–Trudeau_International_Airport
Montrose Regional Airport,US,US-CO,NA,Montrose,MTJ,KMTJ,38.5098,-107.893997,5759.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Montrose_Regional_Airport
Montréal / Saint-Hubert Metropolitan Airport,CA,CA-QC,NA,Montréal,YHU,CYHU,45.517502,-73.416901,90.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Montr%C3%A9al/St-Hubert_Airport
Moorea Temae Airport,PF,PF-U-A,OC,Moorea-Maiao,MOZ,NTTM,-17.48979,-149.761777,9.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moorea_Airport
Moosonee Airport,CA,CA-ON,NA,Moosonee,YMO,CYMO,51.29109954833984,-80.60780334472656,30.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moosonee_Airport
Mopah International Airport,ID,ID-PS,AS,Merauke,MKQ,WAKK,-8.523898,140.419693,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mopah_International_Airport
Mora Airport,SE,SE-W,EU,Mora,MXX,ESKM,60.957901,14.5114,634.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mora-Siljan_Airport
Moranbah Airport,AU,AU-QLD,OC,Moranbah,MOV,YMRB,-22.057800293,148.07699585,770.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moranbah_Airport
Moree Airport,AU,AU-NSW,OC,Moree,MRZ,YMOR,-29.498899459799997,149.845001221,701.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moree_Airport
Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,US-WV,NA,Morgantown,MGW,KMGW,39.643305,-79.917598,1248.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Morgantown_Municipal_Airport
Mornington Island Airport,AU,AU-QLD,OC,,ONG,YMTI,-16.662500381469727,139.17799377441406,33.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Mornington_Island_Airport
Moro Airport,PG,PG-SHM,OC,Moro,MXH,AYMR,-6.36332988739,143.238006592,2740.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Moro_Airport
Morondava Airport,MG,MG-U,AF,Morondava,MOQ,FMMV,-20.2847,44.3176,30.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Morondava_Airport
Morristown Municipal Airport,US,US-NJ,NA,Morristown,MMU,KMMU,40.799062,-74.414949,187.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Morristown_Municipal_Airport
Moruya Airport,AU,AU-NSW,OC,Moruya,MYA,YMRY,-35.8978004456,150.143997192,14.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Moruya_Airport
Moshoeshoe I International Airport,LS,LS-A,AF,Maseru(Mazenod),MSU,FXMM,-29.456277,27.554456,5348.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Moshoeshoe_I_International_Airport
"Mosjøen Airport, Kjærstad",NO,NO-18,EU,Mosjøen,MJF,ENMS,65.783997,13.2149,237.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad
Mostar International Airport,BA,BA-BIH,EU,Mostar,OMO,LQMO,43.282489,17.846101,156.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mostar_International_Airport
Mosul International Airport,IQ,IQ-NI,AS,Mosul,OSM,ORBM,36.305801,43.1474,719.0,no,large_airport,yes,https://en.wikipedia.org/wiki/Mosul_International_Airport
Mota Lava Airport,VU,VU-TOB,OC,Ablow,MTV,NVSA,-13.666,167.712006,63.0,no,small_airport,no,https://en.wikipedia.org/wiki/Mota_Lava_Airport
Mount Fuji Shizuoka Airport,JP,JP-22,AS,Makinohara / Shimada,FSZ,RJNS,34.795022,138.190976,433.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Shizuoka_Airport
Mount Gambier Airport,AU,AU-SA,OC,Mount Gambier,MGB,YMTG,-37.744382,140.780561,,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mount_Gambier_Airport
Mount Hagen Kagamuga Airport,PG,PG-WHM,OC,Mount Hagen,HGU,AYMH,-5.828212,144.299412,5388.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mount_Hagen_Airport
Mount Isa Airport,AU,AU-QLD,OC,Mount Isa,ISA,YBMA,-20.66638,139.488468,1121.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mount_Isa_Airport
Mount Pleasant Airport / RAF Mount Pleasant,FK,FK-U-A,SA,Mount Pleasant,MPN,EGYP,-51.822642,-58.445777,244.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/RAF_Mount_Pleasant
Mountain Village Airport,US,US-AK,NA,Mountain Village,MOU,PAMO,62.095401763916016,-163.6820068359375,337.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Mountain_Village_Airport
Mozes Kilangin Airport,ID,ID-PT,AS,Timika,TIM,WAYY,-4.52978,136.887388,103.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mozes_Kilangin_Airport
Mtwara Airport,TZ,TZ-17,AF,Mtwara,MYW,HTMT,-10.336204,40.181997,371.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mtwara_Airport
Muan International Airport,KR,KR-46,AS,Muan (Piseo-ri),MWX,RKJB,34.991406,126.382814,35.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Muan_International_Airport
Mudanjiang Hailang International Airport,CN,CN-23,AS,Mudanjiang,MDG,ZYMD,44.525172,129.568634,883.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mudanjiang_Hailang_International_Airport
Mukah Airport,MY,MY-13,AS,Mukah,MKM,WBGK,2.881944,112.043333,20.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mukah_Airport
Mulatupo Airport,PA,PA-GY,NA,Mulatupo,MPP,,8.945487,-77.733486,15.0,no,small_airport,no,https://en.wikipedia.org/wiki/Mulatupo_Airport
Multan International Airport,PK,PK-PB,AS,Multan,MUX,OPMT,30.203199,71.419098,403.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Multan_International_Airport
Mulu Airport,MY,MY-13,AS,Mulu,MZV,WBMU,4.048329830169678,114.80500030517578,80.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mulu_Airport
Munda Airport,SB,SB-WE,OC,Munda,MUA,AGGM,-8.32797,157.263,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Munda_Airport
Mundo Maya International Airport,GT,GT-PE,NA,San Benito,FRS,MGMM,16.913707,-89.866143,427.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mundo_Maya_International_Airport
Munich Airport,DE,DE-BY,EU,Munich,MUC,EDDM,48.353802,11.7861,1487.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Munich_Airport
Murtala Muhammed International Airport,NG,NG-LA,AF,Lagos,LOS,DNMM,6.57737,3.32116,135.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Murtala_Muhammed_International_Airport
Muscat International Airport,OM,OM-MA,AS,Muscat/Seeb,MCT,OOMS,23.600218,58.285268,48.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Seeb_International_Airport
Muskegon County Airport,US,US-MI,NA,Muskegon,MKG,KMKG,43.169498,-86.238197,629.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Muskegon_County_Airport
Muskrat Dam Airport,CA,CA-ON,NA,Muskrat Dam,MSA,CZMD,53.441399,-91.762802,911.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Muskrat_Dam_Airport
Mutiara - SIS Al-Jufrie Airport,ID,ID-ST,AS,Palu,PLW,WAFF,-0.916462,119.908647,284.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mutiara_Airport
Muş Airport,TR,TR-49,AS,Muş,MSR,LTCK,38.747798919677734,41.66120147705078,4157.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Mu%C5%9F_Airport
Mwanza International Airport,TZ,TZ-18,AF,Mwanza,MWZ,HTMW,-2.446563,32.936049,3763.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Mwanza_Airport
Myeik Airport,MM,MM-05,AS,Mkeik,MGZ,VYME,12.439800262451172,98.62149810791016,75.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Myeik_Airport
Myitkyina Airport,MM,MM-11,AS,Myitkyina,MYT,VYMK,25.3836,97.351898,475.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Myitkyina_Airport
Mykonos Island National Airport,GR,GR-L,EU,Mykonos,JMK,LGMK,37.435101,25.348101,405.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Mykonos_Island_National_Airport
Myrtle Beach International Airport,US,US-SC,NA,Myrtle Beach,MYR,KMYR,33.679699,-78.928299,25.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Myrtle_Beach_International_Airport
