name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
Aberdeen Regional Airport,US,US-SD,NA,Aberdeen,ABR,KABR,45.449100494384766,-98.42179870605467,1302.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport
Abilene Regional Airport,US,US-TX,NA,Abilene,ABI,KABI,32.4113006592,-99.6819000244,1791.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abilene_Regional_Airport
Abraham Lincoln Capital Airport,US,US-IL,NA,Springfield,SPI,KSPI,39.844101,-89.677902,598.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport
Adak Airport,US,US-AK,NA,Adak,ADK,PADK,51.883564,-176.642783,18.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Adak_Airport
Adirondack Regional Airport,US,US-NY,NA,Saranac Lake,SLK,KSLK,44.38691,-74.204629,1663.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Adirondack_Regional_Airport
Akron Canton Regional Airport,US,US-OH,NA,Akron,CAK,KCAK,40.91609954833984,-81.44219970703125,1228.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Akron-Canton_Regional_Airport
Albany International Airport,US,US-NY,NA,Albany,ALB,KALB,42.748299,-73.801697,285.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Albany_International_Airport
Albert J Ellis Airport,US,US-NC,NA,Richlands,OAJ,KOAJ,34.829201,-77.612099,94.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Albert_J._Ellis_Airport
Albuquerque International Sunport,US,US-NM,NA,Albuquerque,ABQ,KABQ,35.039976,-106.608925,5355.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport
Alexandria International Airport,US,US-LA,NA,Alexandria,AEX,KAEX,31.325828,-92.546702,89.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alexandria_International_Airport_(Louisiana)
Alliance Municipal Airport,US,US-NE,NA,Alliance,AIA,KAIA,42.052543,-102.803965,3931.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alliance_Municipal_Airport
Alpena County Regional Airport,US,US-MI,NA,Alpena,APN,KAPN,45.0780983,-83.56030273,690.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Alpena_County_Regional_Airport
Altoona Blair County Airport,US,US-PA,NA,Altoona,AOO,KAOO,40.296398,-78.32,1503.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Altoona-Blair_County_Airport
Ambler Airport,US,US-AK,NA,Ambler,ABL,PAFM,67.105529,-157.855339,334.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Ambler_Airport
Anaktuvuk Pass Airport,US,US-AK,NA,Anaktuvuk Pass,AKP,PAKP,68.133598,-151.742996,2102.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anaktuvuk_Pass_Airport
Aniak Airport,US,US-AK,NA,Aniak,ANI,PANI,61.581600189208984,-159.54299926757812,88.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aniak_Airport
Antonio Rivera Rodriguez Airport,PR,PR-U-A,NA,Vieques,VQS,TJVQ,18.1348,-65.493599,49.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Antonio_Rivera_Rodr%C3%ADguez_Airport
Anvik Airport,US,US-AK,NA,Anvik,ANV,PANV,62.646702,-160.190994,291.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Anvik_Airport
Appleton International Airport,US,US-WI,NA,Appleton,ATW,KATW,44.258515,-88.519,918.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Outagamie_County_Regional_Airport
Arnold Palmer Regional Airport,US,US-PA,NA,Latrobe,LBE,KLBE,40.275902,-79.4048,1199.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport
Asheville Regional Airport,US,US-NC,NA,Asheville,AVL,KAVL,35.435488,-82.541853,2165.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Asheville_Regional_Airport
Aspen-Pitkin County Airport (Sardy Field),US,US-CO,NA,Aspen,ASE,KASE,39.223202,-106.869003,7820.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Aspen%E2%80%93Pitkin_County_Airport
Athens Ben Epps Airport,US,US-GA,NA,Athens,AHN,KAHN,33.948842,-83.325634,808.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Athens-Ben_Epps_Airport
Atlantic City International Airport,US,US-NJ,NA,Atlantic City,ACY,KACY,39.456201,-74.577511,75.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Atlantic_City_International_Airport
Atqasuk Edward Burnell Sr Memorial Airport,US,US-AK,NA,Atqasuk,ATK,PATQ,70.46704,-157.436013,96.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Atqasuk_Edward_Burnell_Sr._Memorial_Airport
Augusta Regional At Bush Field,US,US-GA,NA,Augusta,AGS,KAGS,33.3699,-81.9645,144.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Augusta_Regional_Airport
Augusta State Airport,US,US-ME,NA,Augusta,AUG,KAUG,44.320598602299995,-69.7973022461,352.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Augusta_State_Airport
Austin Bergstrom International Airport,US,US-TX,NA,Austin,AUS,KAUS,30.197535,-97.662015,542.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Austin-Bergstrom_International_Airport
Austin Straubel International Airport,US,US-WI,NA,Green Bay,GRB,KGRB,44.483459,-88.130805,695.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport
Baltimore/Washington International Thurgood Marshall Airport,US,US-MD,NA,Baltimore,BWI,KBWI,39.1754,-76.668297,146.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Baltimore/Washington_International_Airport
Bangor International Airport,US,US-ME,NA,Bangor,BGR,KBGR,44.806364,-68.826668,192.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Bangor_International_Airport
Barkley Regional Airport,US,US-KY,NA,Paducah,PAH,KPAH,37.06079864501953,-88.7738037109375,410.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Barkley_Regional_Airport
Barter Island Long Range Radar Station Airport,US,US-AK,NA,Barter Island,BTI,PABA,70.134003,-143.582001,2.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Barter_Island_LRRS_Airport
Baton Rouge Metropolitan Airport,US,US-LA,NA,Baton Rouge,BTR,KBTR,30.533199,-91.149597,70.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport
Bellingham International Airport,US,US-WA,NA,Bellingham,BLI,KBLI,48.79280090332031,-122.53800201416016,170.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Bellingham_International_Airport
Bemidji Regional Airport,US,US-MN,NA,Bemidji,BJI,KBJI,47.50939941,-94.93370056,1391.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Bemidji_Regional_Airport
Benjamin Rivera Noriega Airport,PR,PR-U-A,NA,Culebra,CPX,TJCP,18.312954,-65.303893,49.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Benjam%C3%ADn_Rivera_Noriega_Airport
Bert Mooney Airport,US,US-MT,NA,Butte,BTM,KBTM,45.95479965209961,-112.49700164794922,5550.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bert_Mooney_Airport
Bethel Airport,US,US-AK,NA,Bethel,BET,PABE,60.77980042,-161.8379974,126.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bethel_Airport
Bill & Hillary Clinton National Airport/Adams Field,US,US-AR,NA,Little Rock,LIT,KLIT,34.729222,-92.223591,262.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Little_Rock_National_Airport
Billings Logan International Airport,US,US-MT,NA,Billings,BIL,KBIL,45.808932,-108.541242,3652.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Billings_Logan_International_Airport
Birmingham-Shuttlesworth International Airport,US,US-AL,NA,Birmingham,BHM,KBHM,33.562877,-86.750712,650.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(US)
Bishop International Airport,US,US-MI,NA,Flint,FNT,KFNT,42.969294,-83.743355,782.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bishop_International_Airport
Bismarck Municipal Airport,US,US-ND,NA,Bismarck,BIS,KBIS,46.772734,-100.746874,1661.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport
Blue Grass Airport,US,US-KY,NA,Lexington,LEX,KLEX,38.035066,-84.606738,979.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Blue_Grass_Airport
Bob Baker Memorial Airport,US,US-AK,NA,Kiana,IAN,PAIK,66.976128,-160.439014,166.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bob_Baker_Memorial_Airport
Boise Air Terminal/Gowen Field,US,US-ID,NA,Boise,BOI,KBOI,43.5644,-116.223,2871.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Boise_Airport
Boone County Airport,US,US-AR,NA,Harrison,HRO,KHRO,36.26150131225586,-93.15470123291016,1365.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Boone_County_Airport
Boston Logan International Airport,US,US-MA,NA,Boston,BOS,KBOS,42.36197,-71.0079,20.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Logan_International_Airport
Bozeman Yellowstone International Airport,US,US-MT,NA,Bozeman,BZN,KBZN,45.778853,-111.153711,4473.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bozeman_Yellowstone_International_Airport
Bradford Regional Airport,US,US-PA,NA,Bradford,BFD,KBFD,41.8031005859375,-78.64009857177734,2143.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Bradford_Regional_Airport
Bradley International Airport,US,US-CT,NA,Hartford,BDL,KBDL,41.938555,-72.688016,173.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Bradley_International_Airport
Brainerd Lakes Regional Airport,US,US-MN,NA,Brainerd,BRD,KBRD,46.402861,-94.129727,1232.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Brainerd_Lakes_Regional_Airport
Branson Airport,US,US-MO,NA,Branson,BKG,KBBG,36.532082,-93.200544,1302.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Branson_Airport
Brownsville South Padre Island International Airport,US,US-TX,NA,Brownsville,BRO,KBRO,25.907238,-97.425235,22.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Brownsville/South_Padre_Island_International_Airport
Brunswick Golden Isles Airport,US,US-GA,NA,Brunswick,BQK,KBQK,31.258801,-81.466499,26.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Brunswick_Golden_Isles_Airport
Buffalo Niagara International Airport,US,US-NY,NA,Buffalo,BUF,KBUF,42.940498,-78.732201,728.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Buffalo_Niagara_International_Airport
California Redwood Coast-Humboldt County Airport,US,US-CA,NA,Arcata/Eureka,ACV,KACV,40.978101,-124.109,221.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Arcata-Eureka_Airport
Canyonlands Regional Airport,US,US-UT,NA,Moab,CNY,KCNY,38.755001,-109.754997,4557.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Canyonlands_Field
Cape Cod Gateway Airport,US,US-MA,NA,Hyannis,HYA,KHYA,41.6693,-70.280403,54.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport
Cape Girardeau Regional Airport,US,US-MO,NA,Cape Girardeau,CGI,KCGI,37.2253,-89.570801,342.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cape_Girardeau_Regional_Airport
Cape Lisburne LRRS Airport,US,US-AK,NA,Cape Lisburne,LUR,PALU,68.875099,-166.110001,16.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cape_Lisburne_LRRS_Airport
Capital Region International Airport,US,US-MI,NA,Lansing,LAN,KLAN,42.777582,-84.585721,861.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport
Casper-Natrona County International Airport,US,US-WY,NA,Casper,CPR,KCPR,42.907381,-106.461609,5350.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Natrona_County_International_Airport
Cavern City Air Terminal,US,US-NM,NA,Carlsbad,CNM,KCNM,32.337501525878906,-104.26300048828124,3295.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cavern_City_Air_Terminal
Cedar City Regional Airport,US,US-UT,NA,Cedar City,CDC,KCDC,37.70100021362305,-113.0989990234375,5622.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cedar_City_Regional_Airport
Central Illinois Regional Airport at Bloomington-Normal,US,US-IL,NA,Bloomington/Normal,BMI,KBMI,40.4771,-88.915901,871.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Central_Illinois_Regional_Airport
Central Nebraska Regional Airport,US,US-NE,NA,Grand Island,GRI,KGRI,40.967498779296875,-98.30960083007812,1847.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport
Central Wisconsin Airport,US,US-WI,NA,Mosinee,CWA,KCWA,44.777448,-89.670238,1277.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Central_Wisconsin_Airport
Central Wyoming Regional Airport,US,US-WY,NA,Riverton,RIW,KRIW,43.064201,-108.459999,5525.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Central_Wyoming_Regional_Airport
Chadron Municipal Airport,US,US-NE,NA,Chadron,CDR,KCDR,42.837601,-103.095001,3297.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Chadron_Municipal_Airport
Charles M. Schulz Sonoma County Airport,US,US-CA,NA,Santa Rosa,STS,KSTS,38.50899887,-122.8130035,128.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Charles_M._Schulz_-_Sonoma_County_Airport
Charleston International Airport,US,US-SC,NA,Charleston,CHS,KCHS,32.896159,-80.038151,46.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Charleston_International_Airport
Charlotte Douglas International Airport,US,US-NC,NA,Charlotte,CLT,KCLT,35.2140007019043,-80.94309997558594,748.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport
Charlottesville Albemarle Airport,US,US-VA,NA,Charlottesville,CHO,KCHO,38.13859939575195,-78.4529037475586,639.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport
Chattanooga Metropolitan Airport (Lovell Field),US,US-TN,NA,Chattanooga,CHA,KCHA,35.035301,-85.203796,683.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport
Chautauqua County-Jamestown Airport,US,US-NY,NA,Jamestown,JHW,KJHW,42.15425,-79.254008,1723.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport
Cherry Capital Airport,US,US-MI,NA,Traverse City,TVC,KTVC,44.741402,-85.582199,624.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cherry_Capital_Airport
Cheyenne Regional Jerry Olson Field,US,US-WY,NA,Cheyenne,CYS,KCYS,41.155701,-104.811997,6159.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport
Chicago Midway International Airport,US,US-IL,NA,Chicago,MDW,KMDW,41.785999,-87.752403,620.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Midway_International_Airport
Chicago O'Hare International Airport,US,US-IL,NA,Chicago,ORD,KORD,41.9786,-87.9048,680.0,yes,large_airport,no,https://en.wikipedia.org/wiki/O'Hare_International_Airport
Chicago Rockford International Airport,US,US-IL,NA,Chicago/Rockford,RFD,KRFD,42.1954,-89.097198,742.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Chicago/Rockford_International_Airport
Chippewa County International Airport,US,US-MI,NA,Kincheloe,CIU,KCIU,46.242038,-84.462082,800.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Chippewa_County_International_Airport
Chippewa Valley Regional Airport,US,US-WI,NA,Eau Claire,EAU,KEAU,44.86579895019531,-91.48429870605467,913.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport
Cincinnati Municipal Airport Lunken Field,US,US-OH,NA,Cincinnati,LUK,KLUK,39.102357,-84.418945,483.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cincinnati_Municipal_Airport
Cincinnati Northern Kentucky International Airport,US,US-KY,NA,Cincinnati / Covington,CVG,KCVG,39.048801,-84.667801,896.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport
City of Colorado Springs Municipal Airport,US,US-CO,NA,Colorado Springs,COS,KCOS,38.805801,-104.700996,6187.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Colorado_Springs_Airport
Cleveland Hopkins International Airport,US,US-OH,NA,Cleveland,CLE,KCLE,41.411701,-81.8498,791.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport
Coastal Carolina Regional Airport,US,US-NC,NA,New Bern,EWN,KEWN,35.0730018616,-77.04290008539999,18.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport
Cold Bay Airport,US,US-AK,NA,Cold Bay,CDB,PACD,55.207871,-162.725029,96.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cold_Bay_Airport
Columbia Metropolitan Airport,US,US-SC,NA,Columbia,CAE,KCAE,33.938172,-81.123022,236.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Columbia_Metropolitan_Airport
Columbia Regional Airport,US,US-MO,NA,Columbia,COU,KCOU,38.8181,-92.219597,889.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Columbia_Regional_Airport
Columbus Airport,US,US-GA,NA,Columbus,CSG,KCSG,32.516415,-84.939602,397.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Columbus_Metropolitan_Airport
Corpus Christi International Airport,US,US-TX,NA,Corpus Christi,CRP,KCRP,27.770399,-97.501198,44.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport
Cortez Municipal Airport,US,US-CO,NA,Cortez,CEZ,KCEZ,37.303001,-108.627998,5918.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cortez_Municipal_Airport
